Reviews;Keyphrases
. It looks beautiful in my living toom;Looks beautiful - Positive.
Quality cube unit. I love these kallax cubes in all sizes. I have two of these in different colors and love them. They are sturdy, easy to assemble, and look good in a room. I just wish they would come back with the lighter, more natural wood color.;Quality cube unit - Positive, love them - Positive, sturdy - Positive, easy to assemble - Positive, wish came back - Negative, lighter color.
Nicely made. I like these units. But I miss the expedits. They were a bit bigger in mass. I hate when there is something that works well and then they change it ever so slightly. Is doesn't quite match up to what I already have.;Nicely made - Positive, miss expedits - Negative, they were bigger - negative, hate slight changes - Negative.
Perfect Colors!. I just remodel my kitchen with grey cabinets, so this shelf unit becomes my transition to my natural wood furniture in my family room. And my kids store their backpacks in them.;Remodeled kitchen - neutral, grey cabinets - neutral, transition to natural wood furniture - Positive, kids store backpacks - neutral.
Love it. This looks amazing in my kitchen and it was so easy to put together;Looks amazing - positive, easy to put together - positive.
Great. Divides living area and bedroom area. I think I am living on Pinerest;Divides living area - Positive, bedroom area - Positive, Think am living on Pinterest - Neutral.
Fit perfectly. I have a small narrow sewing room and wanted to maximize my storage space. With about a 13 inch depth, this was exactly what I was looking for. I bought the storage bins and drawers (two draws fit in one cubicle) to complete the look!;Narrow depth - Positive, exacly what was looked for - Positive, bought storage bins and drawers - neutral.
"Easily built, sturdy, and flexible use. I needed some extra storage space, and IKEA just happened to have a sale on for Kallax shelving. The second toughest part was probably deciding which one to get; the first was trying to move the superdense box (:D). But seriously, the different possible combinations of shelves (I almost got the 3x3 instead) and the treatments for the compartments (fabric or wicker baskets, drawers or cabinet doors, etc.?) makes them suitable for most any situation. I told my sister-in-law about the sale, and she drove down to pick up several. Whereas I needed the shelves for extra clothing in the bedroom, she wanted to improve her craft room storage. Putting my unit together wasn't too tough, and once stood up and filled still feels very strong.";Easily built - Positive, sturdy - Positive, flexible use - Positive, decision making - Neutral, strong - Positive, different combinations - Positive, suitable for most situations - Positive.
Assembly is quick and easy. Just wanted to make a review addressing all the one star reviews. This box is super simple to build. If you can slide pieces together, you can build this box. It does require some common building sense. Rubber mallet is helpful but not necessary, as you can just use your weight to get the pieces to slide together. I've bought 12 of these, and only had one issue where one of the plastic connectors on a panel was not fully driven in, few wacks of the rubber mallet took care of it.;Quick assembly - Positive, easy build - Positive, common building sense required - Neutral, no necessity of rubber mallet - Neutral, had one issue - Neutral.
Closet Storage. I use this shelf unit in my closet as a clothes organizer by laying it horizontal under the clothes I hang up. I works perfectly and looks great! I bought one just to make sure it would work and am now planning on purchasing two more.;Works perfectly - Positive, looks great - Positive, Clothes organizer - Positive, planning to purchase more - Positive.
Great looking. Used in the kitchen for microwave and coffee maker.;Great looking - Positive, Kitchen use - Neutral.
Nice shelving. Great item for the price. It’s midsize so check measurements to make sure it’s what you want ( looks larger in pictures). Great for decorative items. Metal frame is sturdy. Wood shelf inserts are thin but nice color.;Great price - Positive, midsize - Neutral, check measurements - Neutral, great for decorative items - Neutral, sturdy metal frame - Positive, thin wood shelf inserts - Neutral.
Sleek look. Bought this for the guest bedroom. Very sturdy and neat finish.;Sleek look - Positive, bought for guest bedroom - Neutral, very sturdy - Positive, neat finish - Positive.
Easy to assemble and economical. Overall I would give it a five except for one thing it seems that some of the wood is a little soft and in two areas screws broke through which should never have happened but I would definitely recommend this unit;Easy to assemble - Positive, Economical - Positive, overall rating - Positive, some wood is soft - Neutral, screws broke through - Negative.
Perfection!. I now have a yarn room where I can find what I am looking for. I am a knitter and had my yarn stash in bins. It was a nightmare looking for the yarn I wanted to use on my projects. Now I can see much of my yarn and most likely will buy another unit to put the rest of my yarn in on another wall.;Organized yarn room - Positive, can find yarn easily - Positive, storage unit - Neutral, likely to buy another unit - positive.
