text;Keyphrases
Worked well for a weird place. We bought four teal ones of these and painted the back panels the same off-white as our walls, then we hung them so they were spaced about an inch apart (this was because we thought that hanging them to be right next to each other would easily have little gaps between them and look off). This is all a safe distance over a baseboard heater where we couldn't put a normal bookcase. Then I finished a piece of pine craft wood and put it across the top of the whole thing, which just gives us a nice flat surface for lamp, pictures, what not. Books go inside the boxes. It looks really good and works perfectly.;Teal units - Neutral, painted back panels - Neutral, spaced an inch apart - Neutral, sits over baseboard heater - Positive, flat surface - Positive.
Better instructions for assembling. The instructions are difficult to follow because didn’t indicate what littler parts use and every single hole.;Difficult instructions - Negative.
Perfect for my walking closet. My WIC was just a big mess. I got one of this and some boxes and the change is bigger than I expected. Easy to assemble and you can have different combinations or place it vertical or horizontal. Love the look of my closet.;Walking closet - Neutral, big mess - Negative, easy to assemble - Positive, different combinations - Positive, can place vertical or horizontal - Positive, love the look - Positive.
Easy to put together, nice. Easy to put together, nice way to organize all my craft papers!;Easy to assemble - Positive, nice way to organize - Positive.
The Reigning Champion of Storage. We have Kallax units of varying sizes throughout our house and love the flexibility the bring to storage. Our 2 by 4 units in black/brown flank our Brimnes TV stand a bookcases to create a wall of storage options in our living room. When the holidays roll around the light material the Kallax units are made of lets us easily move them to the garage while our holiday decorations are up. What more could you ask for if it looks great and is highly functional?;Reigning champion - Positive, flexible - Positive, variation in sizes - Positive, flank Brimnes TV stand - Positive, highly functional - Positive, looks great - Positive.
Great!. Excellent choice! very sturdy and it looks fantastic with my other furniture. It's not very easy to assembly but it's worth it.;Very sturdy - Positive, looks fantastic - Positive, challenging assembly - Neutital.
Beautiful!. This cube storage is great! it has nice thick panels and looks very high end! And to top it off? Its very lightweight! I have cube storage from other companies, and they look and feel cheap. NOT this one! Very glad I made this purchase!!;Nice thick panels - Positive, looks high end - Positive, lightweight - Neutative.
Absolutely LOVE this unit!. This unit is amazing! It fits perfectly on my craft room wall and enables me to organize all my tools and supplies.;Perfect fit - Positive, craft room wall - Neutral, enables organization - Positive, love this unit - Positive.
Love it !. I brought this product in early June of this year. I brought some bins to use as storage, I also use it to put my 40in Samsung tv on. The quality is great! The only down was that it didn't state the you would probably need a power drill to fully secure everything. Also I did like the fact that there wasn't a backing, but it didn't matter too much because I just ended up purchasing some bins that made storaging more organize. Also for the value you can't beat it !;Love it - Positive, quality is great - Positive, value can't be beat - Positive, needed power drill - Neutral, no backing - Neutral.
Excellent storage solution.. Excellent storage solution.;Excellent storage solution - Positive.
Great addition to our walk in closet. We looked at other organizers in other stores and this one is by far better quality. It’s a great addition to our walk in closet. Just waiting to be able to get the drawer inserts;Great addition - Positive, better quality - Positive, waiting for drawer inserts - Neutral.
Purchased three of these. I use two standing up and one on it’s side, easy to assemble, sturdy;Easy to assemble - Positive, sturdy - Positive.
Sturdy and super versatile.. i love it it looks so good in my sons nursery.;Sturdy - Positive, super versatile - Positive, looks good - Positive.
It’s great, I wish I. It’s great, I wish I had seen the one with the drawers first however!!;It's great - Positive, wished I saw one with drawers first - Neutral.
. I am happy for bought this shelf, very easy to put together and very strong shelf;Easy to put together - Positive, strong shelf - Positive.
Absolutely LOVE this shelf unit!. This is a perfect addition to my small office. I appreciate the simple design (white)....has a modern look, pretty spacious and my cute binders/organizers really give it a pop of color! I'm thinking of getting another one to go under the TV in my bedroom.;Love this shelf unit - Positive, modern look - Positive, spacious - Positive, cute binders/organizers - Neutral, thinking of getting another one - Positive.
Kallax Review. The kallax was easy to assemble, love the shiny finish, and quality is as expected.;Easy to assemble - Positive, Shiny finish - Positive, Quality - Positive.
Solid Shelf!. I got this for my craft room and love it!! It solid, sturdy and very well made.;Solid - Positive, sturdy - Positive, well-made - Positive.
Love it. Great product, easy to assemble. Looks great. I just got a second one.;Great product - Positive, Easy to assemble - Positive, looks great - Positive.
